ID;PE1;PE2;PE3;PE4;EE1;EE2;EE3;SI1;SI2;SI3;SI4;FC1;FC2;FC3;HM1;HM2;HM3;HA1;HA2;HA3;HA4;HA5;IU1;IU2;U1;U2;U3;U4;TRI1;TRI2;TRI3;TRI4;TRI5;TRI6;TRI7;TRI8;TRI9;TRI10;TRI11;TRI12;TRI13;TRI14;TRI15;TRI16;EXP;EDU;SOC;WSTATUS;RETIRED;GENDER;BORN;GENERATION;REGION
223;3;4;5;4;3;3;2;5;5;5;4;2;2;4;3;3;3;2;4;2;3;4;4;4;4;3;3;1;4;4;2;2;2;1;1;2;4;5;4;4;4;5;5;3;2;4;3;Y;Y;Female;1959;Late Baby boomer ;Biobío
224;2;3;4;4;1;1;1;4;4;4;4;3;1;4;2;2;2;4;4;3;4;4;4;4;5;3;1;2;3;3;2;2;1;1;1;1;3;2;5;4;5;5;5;4;8;3;3;Y;Y;Female;1960;Late Baby boomer ;Biobío
225;4;4;4;4;2;2;2;4;4;4;2;4;4;4;4;4;5;3;3;4;2;2;4;4;2;4;2;2;4;4;4;4;4;3;3;4;2;3;4;4;4;4;4;2;9;4;3;N;Y;Male;1938;Silent generation ;Biobío
226;4;3;4;4;2;2;2;3;3;3;3;3;2;4;4;4;4;4;2;2;2;2;4;4;4;5;1;1;3;4;4;3;3;2;2;2;4;5;5;4;4;4;4;4;10;4;3;N;Y;Male;1934;Silent generation ;Biobío
227;4;4;4;4;1;1;1;4;4;4;3;4;4;4;4;4;4;2;2;3;2;3;4;3;3;3;2;1;4;4;4;3;3;2;2;3;3;4;4;4;3;4;2;4;10;4;3;N;Y;Male;1930;Silent generation ;Biobío
228;4;4;4;4;4;4;4;3;4;4;3;4;4;4;3;3;3;4;2;4;1;4;4;3;4;3;3;1;4;3;4;4;3;2;4;4;4;4;3;4;4;4;4;4;10;4;3;Y;N;Male;1956;Early Baby boomer ;Coquimbo
229;4;3;4;3;3;3;3;4;4;4;3;4;3;4;3;3;2;2;3;4;3;3;4;4;5;5;5;1;3;3;3;5;4;3;2;3;4;3;3;3;3;4;5;2;10;4;3;Y;N;Female;1960;Late Baby boomer ;Coquimbo
230;5;4;4;4;4;5;5;5;5;5;3;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;3;5;4;4;4;4;4;4;4;1;4;3;4;3;3;2;1;9;4;4;Y;N;Male;1958;Late Baby boomer ;Biobío
231;4;4;4;4;3;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;4;4;4;4;2;1;3;4;3;3;3;3;5;3;3;2;8;4;3;N;Y;Male;1948;Early Baby boomer ;Biobío
232;5;5;5;5;3;3;3;5;5;5;5;4;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;2;2;2;3;3;3;3;3;5;3;3;3;10;3;3;N;Y;Female;1948;Early Baby boomer ;Biobío
233;4;4;4;4;2;3;4;4;4;4;4;4;2;1;4;4;4;2;2;4;2;2;4;4;1;5;3;1;4;4;4;4;1;1;2;2;1;1;4;4;4;5;4;3;3;2;1;N;Y;Female;1942;Silent generation ;Coquimbo
234;3;4;4;4;5;5;5;5;5;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;5;5;1;4;4;4;4;1;2;4;4;2;2;2;2;2;4;2;2;10;4;4;N;Y;Male;1953;Early Baby boomer ;Biobío
235;4;4;5;5;3;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;5;5;1;3;2;1;5;4;4;4;4;4;3;4;4;4;4;5;4;5;5;5;10;4;2;Y;Y;Male;1954;Early Baby boomer ;Coquimbo
236;4;4;4;5;3;3;3;4;4;4;4;5;4;5;5;4;5;4;5;5;3;5;5;5;3;5;5;5;4;4;4;4;4;4;3;4;4;3;3;4;3;4;5;5;8;3;2;N;Y;Female;1956;Early Baby boomer ;Coquimbo
237;3;3;2;2;2;2;1;4;4;4;2;3;3;4;4;4;4;4;4;4;4;4;4;4;3;5;3;2;4;4;4;3;2;2;2;3;2;3;4;4;4;4;3;4;10;4;3;N;Y;Female;1952;Early Baby boomer ;Biobío
238;3;3;4;4;2;3;3;4;4;4;2;3;3;2;3;2;2;2;2;2;2;2;3;3;3;4;3;1;3;4;3;3;2;2;1;2;4;4;4;4;5;5;5;5;6;3;3;N;Y;Female;1938;Silent generation ;Biobío
239;5;5;5;5;4;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;3;3;4;4;2;2;3;3;5;4;4;2;12;4;3;Y;N;Male;1947;Early Baby boomer ;Biobío
240;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;3;3;4;4;2;2;2;2;5;4;4;2;12;4;3;Y;N;Female;1959;Late Baby boomer ;Biobío
241;4;5;5;5;4;3;3;4;4;4;4;5;5;5;5;5;5;3;3;3;3;3;5;5;4;4;4;4;5;5;5;5;4;3;3;4;2;2;2;2;4;4;4;2;12;4;4;N;Y;Male;1954;Early Baby boomer ;Biobío
242;5;5;5;5;5;3;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;3;4;4;3;3;3;3;5;3;3;2;10;3;3;Y;N;Female;1959;Late Baby boomer ;Biobío
243;4;4;4;4;2;2;2;4;4;4;4;4;2;4;3;3;3;2;2;2;2;2;4;4;3;3;3;2;5;5;5;5;1;1;1;3;3;3;3;3;5;5;5;2;10;4;3;N;Y;Female;1949;Early Baby boomer ;Biobío
244;5;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;1;1;4;4;4;4;4;4;4;4;2;2;2;2;4;4;4;4;10;3;2;Y;Y;Male;1960;Late Baby boomer ;Coquimbo
245;4;4;4;4;2;2;2;2;4;4;4;4;2;4;3;3;3;2;2;2;2;2;4;4;3;3;3;1;4;4;4;4;1;1;2;2;4;4;4;4;4;4;4;4;6;2;3;N;N;Female;1960;Late Baby boomer ;Biobío
246;5;5;5;5;4;4;4;5;5;5;5;4;4;5;5;5;5;4;5;5;3;4;5;5;5;5;4;3;5;5;5;5;5;5;5;5;1;2;2;2;4;4;2;1;10;4;4;Y;Y;Female;1958;Late Baby boomer ;Biobío
247;3;4;4;4;3;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;3;5;3;1;4;4;4;4;3;2;3;2;2;4;5;5;3;4;3;3;8;4;3;N;Y;Female;1934;Silent generation ;Biobío
248;5;5;5;4;4;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;4;4;4;4;3;3;3;3;2;4;4;3;4;3;3;2;10;4;3;N;Y;Female;1936;Silent generation ;Biobío
249;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;3;1;4;4;4;4;4;2;4;4;2;2;2;2;4;4;4;2;11;4;3;N;Y;Female;1939;Silent generation ;Biobío
250;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;4;4;4;5;4;3;4;5;4;3;5;3;5;4;4;4;4;4;3;4;4;4;4;3;3;4;5;4;4;10;3;3;Y;N;Male;1960;Late Baby boomer ;Coquimbo
251;4;4;4;4;4;4;4;4;4;4;3;4;5;4;4;4;4;4;4;4;4;4;4;4;5;4;4;2;4;4;4;4;4;4;4;4;2;2;2;2;4;4;3;2;10;4;3;Y;N;Male;1960;Late Baby boomer ;Biobío
252;4;4;4;4;2;2;3;4;4;4;2;3;2;4;4;4;4;2;2;2;2;2;4;4;4;3;3;1;3;3;3;3;2;2;2;2;3;4;4;4;4;4;4;4;7;4;3;Y;N;Male;1958;Late Baby boomer ;Biobío
253;4;2;3;4;4;4;4;4;4;5;2;5;5;5;4;4;4;4;4;4;4;4;4;4;4;5;3;2;5;5;4;4;4;3;4;4;2;3;4;4;4;4;2;2;9;4;3;Y;N;Male;1961;Late Baby boomer ;Biobío
254;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;5;4;3;3;4;2;4;3;2;2;11;4;4;Y;N;Male;1961;Late Baby boomer ;Biobío
255;5;4;5;5;3;4;4;4;4;4;4;5;4;4;4;4;4;4;4;4;2;3;4;5;3;4;4;3;4;3;2;4;2;2;2;2;4;4;2;4;4;4;4;4;16;3;3;Y;Y;Male;1950;Early Baby boomer ;Coquimbo
256;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;5;5;4;5;5;4;1;4;4;4;4;3;5;5;3;1;3;4;2;3;3;2;2;11;4;3;Y;N;Male;1959;Late Baby boomer ;Biobío
257;1;1;3;3;1;1;1;5;5;5;5;1;1;2;2;2;2;3;4;2;3;4;3;3;3;1;1;1;4;3;1;1;1;1;1;1;4;5;5;5;5;5;5;5;2;4;4;Y;Y;Female;1958;Late Baby boomer ;Biobío
258;4;3;4;4;4;4;4;4;4;4;3;4;4;4;3;3;3;2;2;2;1;1;4;3;4;1;1;1;4;3;3;3;2;2;4;2;3;4;4;4;4;3;4;5;3;3;2;Y;Y;Male;1954;Early Baby boomer ;Coquimbo
259;5;5;5;5;3;3;3;5;5;5;5;3;3;5;4;4;4;4;4;3;3;4;5;5;5;5;5;3;5;4;4;4;2;2;3;3;4;4;4;4;3;3;3;3;11;3;3;N;Y;Male;1949;Early Baby boomer ;Coquimbo
260;4;4;4;4;2;2;2;4;4;4;4;3;2;4;3;3;3;2;2;2;2;2;4;4;2;3;3;1;4;4;4;4;1;1;1;2;4;4;4;4;5;4;4;4;4;4;3;N;Y;Female;1945;Silent generation ;Biobío
261;5;5;5;5;4;4;4;5;5;5;5;5;4;4;4;4;4;5;5;5;5;5;5;5;4;4;4;3;5;5;5;5;1;1;3;4;3;3;3;3;5;5;5;3;10;4;3;N;Y;Female;1942;Silent generation ;Biobío
262;5;5;5;5;2;2;2;5;5;5;5;3;3;4;4;4;3;3;3;3;3;4;5;5;3;4;4;2;4;5;5;4;1;1;1;4;3;3;3;3;5;5;5;4;10;4;3;N;Y;Male;1942;Silent generation ;Biobío
263;5;5;5;5;4;3;3;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;2;2;4;4;3;3;3;3;3;3;3;2;10;4;3;N;Y;Female;1955;Early Baby boomer ;Biobío
264;5;5;5;5;2;3;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;2;2;4;4;3;3;3;4;5;3;3;2;12;4;3;Y;N;Female;1958;Late Baby boomer ;Biobío
265;3;4;4;4;2;2;2;5;5;5;5;3;3;5;4;4;4;4;4;4;4;4;5;5;4;4;4;2;5;5;5;5;1;1;2;3;4;4;4;4;4;4;4;4;5;3;2;N;N;Female;1946;Silent generation ;Biobío
266;5;5;5;5;4;4;4;5;5;5;5;4;4;5;4;4;4;4;4;4;4;4;5;5;5;5;5;4;5;5;5;4;4;4;3;4;2;4;3;4;2;2;2;2;10;4;3;Y;N;Male;1958;Late Baby boomer ;Coquimbo
267;2;4;4;4;2;2;2;5;5;5;5;3;2;4;3;3;3;2;2;2;2;2;5;5;3;3;3;1;4;4;4;4;1;1;1;3;3;3;4;3;4;4;4;4;5;3;2;Y;N;Male;1944;Silent generation ;Biobío
268;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;3;2;4;4;2;2;3;3;5;4;3;2;10;4;3;Y;N;Male;1959;Late Baby boomer ;Biobío
269;4;4;4;4;4;4;4;4;4;3;2;4;4;5;4;3;4;4;2;2;2;4;4;3;4;4;3;1;2;4;3;3;2;2;3;2;3;4;2;2;4;4;4;4;3;4;3;Y;N;Female;1959;Late Baby boomer ;Coquimbo
270;5;5;5;5;4;4;4;5;5;5;5;4;4;5;4;4;4;5;5;4;4;5;5;5;5;5;5;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;10;4;3;Y;N;Male;1961;Late Baby boomer ;Coquimbo
271;3;3;4;4;4;4;4;4;4;4;3;4;4;4;3;4;3;4;4;4;1;4;4;3;3;3;1;1;4;4;4;4;3;5;4;4;4;4;2;2;4;2;4;4;8;4;3;Y;Y;Male;1946;Silent generation ;Coquimbo
272;5;5;5;5;4;3;3;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;3;2;4;4;3;4;4;4;5;5;5;2;10;4;4;N;Y;Female;1941;Silent generation ;Biobío
273;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;4;4;2;2;2;3;5;3;3;2;12;4;4;N;Y;Female;1957;Late Baby boomer ;Biobío
274;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;2;2;4;4;4;4;4;4;5;5;5;2;12;3;2;N;N;Female;1960;Late Baby boomer ;Biobío
275;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;1;4;4;2;2;2;2;5;5;3;2;10;4;2;Y;N;Male;1958;Late Baby boomer ;Biobío
276;4;3;5;5;4;4;4;4;4;4;4;4;4;4;3;3;3;4;2;4;2;3;4;3;4;3;1;1;4;4;4;5;4;3;4;4;4;4;4;4;4;4;4;4;8;2;2;Y;Y;Female;1959;Late Baby boomer ;Coquimbo
277;5;5;5;5;4;3;3;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;2;2;4;4;2;2;2;2;5;3;3;2;12;4;4;N;Y;Female;1939;Silent generation ;Biobío
278;5;5;5;5;4;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;2;2;4;4;2;2;2;2;4;4;4;2;12;4;2;Y;N;Male;1959;Late Baby boomer ;Biobío
279;4;4;4;4;3;4;4;3;3;3;4;4;3;4;2;3;2;3;2;3;2;2;4;3;4;4;3;3;2;2;2;2;2;2;4;3;3;3;2;2;4;4;5;2;10;4;4;Y;Y;Male;1955;Early Baby boomer ;Coquimbo
280;5;5;5;5;3;4;3;5;5;5;5;4;4;5;4;4;4;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;2;1;4;4;2;2;2;2;4;3;3;2;12;4;2;Y;N;Male;1959;Late Baby boomer ;Biobío
281;3;5;5;5;1;1;1;5;5;5;5;5;1;5;5;5;5;1;1;1;1;1;5;5;1;3;2;1;5;5;3;1;1;1;1;1;5;5;5;5;5;5;5;5;1;2;3;Y;Y;Female;1945;Silent generation ;Coquimbo
282;5;4;3;5;1;1;1;5;5;5;3;5;1;5;3;5;5;5;3;3;1;5;5;5;3;3;2;1;5;5;5;4;1;3;1;3;5;5;4;5;5;5;5;4;2;2;3;N;Y;Female;1936;Silent generation ;Coquimbo
283;2;5;5;5;4;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;3;2;4;4;2;2;2;2;5;4;3;1;8;4;3;N;Y;Male;1946;Silent generation ;Coquimbo
284;5;5;5;5;4;4;4;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;3;2;4;4;3;3;3;3;5;3;3;1;12;4;3;Y;N;Female;1958;Late Baby boomer ;Biobío
285;5;5;5;5;4;4;4;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;2;2;4;4;2;2;2;2;4;4;4;1;12;4;3;Y;N;Female;1959;Late Baby boomer ;Biobío
286;2;4;4;4;3;3;3;4;4;4;3;4;4;4;4;4;3;2;2;4;2;3;4;3;3;3;3;1;3;3;3;2;2;2;2;2;2;4;3;4;2;3;4;4;3;2;3;N;Y;Male;1948;Early Baby boomer ;Coquimbo
287;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;2;2;4;4;3;3;3;3;5;3;3;2;10;3;3;Y;N;Male;1961;Late Baby boomer ;Biobío
288;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;5;5;2;2;4;4;2;2;2;2;5;3;3;2;12;3;2;Y;N;Male;1961;Late Baby boomer ;Biobío
289;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;1;4;4;2;2;2;2;5;3;3;3;10;4;3;Y;N;Male;1958;Late Baby boomer ;Biobío
290;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;5;3;2;4;4;4;3;4;3;4;4;2;4;4;4;4;4;2;2;11;4;3;Y;N;Male;1958;Late Baby boomer ;Biobío
291;4;4;4;4;4;4;4;4;4;4;3;5;5;4;4;4;4;3;2;4;2;3;4;4;4;5;3;3;4;4;4;3;3;3;4;4;2;4;3;2;4;3;2;2;9;4;3;Y;N;Male;1957;Late Baby boomer ;Biobío
292;4;4;4;4;5;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;3;4;4;4;4;4;3;4;4;2;2;2;5;4;4;4;2;10;4;3;Y;N;Female;1960;Late Baby boomer ;Biobío
293;5;5;5;4;3;3;3;3;3;2;3;4;4;4;4;3;4;4;3;3;3;4;4;4;3;5;3;1;4;4;4;4;3;3;1;3;4;4;4;4;4;4;5;5;6;3;3;Y;N;Male;1961;Late Baby boomer ;Coquimbo
294;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;3;3;3;4;2;4;4;3;3;3;3;1;4;4;4;4;2;2;2;2;4;4;4;4;4;4;4;4;8;3;2;Y;N;Female;1960;Late Baby boomer ;Coquimbo
295;5;4;4;5;5;5;4;4;4;4;5;5;4;5;5;4;4;5;4;4;3;4;5;4;3;3;4;3;5;4;4;5;5;3;4;5;4;4;3;5;5;5;4;4;12;3;3;N;Y;Male;1953;Early Baby boomer ;Coquimbo
296;3;3;4;4;4;4;4;4;3;4;3;4;4;4;3;3;3;2;2;4;1;2;4;4;3;3;1;1;4;4;4;4;1;2;2;2;4;3;3;3;5;5;4;1;10;3;2;N;Y;Female;1941;Silent generation ;Coquimbo
297;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;3;5;4;4;1;5;4;4;4;1;1;2;2;5;4;4;4;5;4;5;5;6;3;3;Y;Y;Female;1956;Early Baby boomer ;Coquimbo
298;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;2;2;2;4;3;3;3;1;1;4;4;4;4;1;2;2;2;4;4;4;4;5;4;4;1;8;3;3;N;Y;Male;1946;Silent generation ;Coquimbo
299;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;4;5;5;4;5;5;5;4;5;2;5;5;5;5;4;5;5;5;2;2;2;2;4;3;2;1;10;4;3;Y;Y;Female;1959;Late Baby boomer ;Biobío
300;2;2;2;3;2;2;2;4;4;4;4;3;2;3;2;3;3;2;2;3;2;2;4;2;1;1;1;1;3;2;2;2;2;2;2;2;3;4;2;1;2;4;4;4;2;4;3;N;Y;Male;1928;Silent generation ;Coquimbo
301;4;4;4;4;4;5;4;4;4;4;5;5;5;4;4;4;4;4;5;5;4;4;4;4;5;5;3;3;4;4;4;4;4;4;4;4;2;2;3;2;4;3;2;2;11;4;4;Y;N;Female;1960;Late Baby boomer ;Biobío
302;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;2;4;4;4;4;3;4;4;4;2;3;4;4;4;4;3;2;11;4;3;Y;N;Female;1958;Late Baby boomer ;Biobío
303;3;4;5;5;4;4;4;4;4;4;3;4;4;4;4;4;4;2;2;4;2;2;4;4;3;4;1;1;4;4;4;4;1;2;2;3;4;3;3;4;4;4;5;2;5;3;2;N;Y;Female;1950;Early Baby boomer ;Coquimbo
304;4;4;5;5;4;4;4;4;3;3;3;4;4;4;4;4;4;3;3;3;1;1;4;1;3;4;1;1;5;3;3;3;1;2;4;3;4;4;3;5;5;5;5;3;5;4;3;Y;N;Male;1957;Late Baby boomer ;Coquimbo
305;4;4;5;4;1;1;2;4;4;4;4;4;3;4;4;4;4;3;3;2;1;1;5;3;3;4;1;1;5;4;5;5;1;1;2;2;4;4;4;4;4;2;4;4;2;2;3;N;Y;Female;1938;Silent generation ;Coquimbo
306;4;4;4;4;4;4;4;4;3;3;2;4;3;4;4;4;4;4;4;4;2;3;4;4;3;4;3;2;4;4;4;4;3;2;2;3;2;3;4;2;3;4;3;2;9;4;3;Y;N;Female;1957;Late Baby boomer ;Biobío
307;3;4;4;4;3;2;2;4;4;4;4;4;4;4;3;4;3;2;3;3;2;2;4;4;3;3;3;2;4;4;4;4;1;1;1;2;4;4;4;5;4;4;5;5;6;4;3;Y;Y;Female;1942;Silent generation ;Coquimbo
308;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;3;5;5;5;5;5;5;5;5;1;1;1;2;2;4;2;1;11;4;4;Y;N;Female;1961;Late Baby boomer ;Biobío
309;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;2;2;4;4;4;5;2;1;4;4;4;4;1;1;2;1;5;5;5;5;5;5;5;5;10;3;3;N;Y;Female;1942;Silent generation ;Coquimbo
310;3;3;4;3;2;2;2;4;4;4;4;4;3;4;4;4;4;2;2;4;2;2;4;4;3;5;3;1;4;3;3;3;2;2;2;2;2;4;4;4;4;4;4;4;9;4;3;Y;Y;Male;1954;Early Baby boomer ;Biobío
311;3;4;5;5;2;4;4;4;4;5;5;5;4;5;4;5;4;4;3;4;4;3;4;4;1;1;5;5;4;4;4;4;4;3;3;3;4;3;4;4;5;5;5;4;12;2;2;N;Y;Male;1946;Silent generation ;Coquimbo
312;3;3;4;4;3;3;4;3;3;3;3;4;4;4;4;4;4;4;3;4;3;3;4;3;5;5;5;4;2;3;2;3;2;3;3;3;2;4;3;4;2;4;4;3;15;3;4;N;Y;Female;1956;Early Baby boomer ;Coquimbo
313;3;4;3;3;4;3;3;4;4;4;2;4;4;4;3;4;3;2;2;4;2;3;4;3;2;4;3;3;2;3;2;2;2;2;3;4;2;4;2;4;3;4;3;4;10;4;4;N;Y;Male;1947;Early Baby boomer ;Coquimbo
314;3;4;4;4;2;2;2;4;4;4;2;2;2;4;4;4;4;2;2;2;2;2;4;3;3;3;3;1;3;3;3;3;2;2;2;2;3;3;3;4;4;4;4;4;8;4;3;N;Y;Male;1949;Early Baby boomer ;Biobío
315;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;5;4;3;3;4;4;4;4;4;4;4;4;2;2;3;2;4;4;4;2;10;4;3;Y;Y;Male;1951;Early Baby boomer ;Biobío
316;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;2;4;5;5;4;2;2;4;4;3;4;4;3;4;4;2;2;11;4;3;Y;Y;Male;1953;Early Baby boomer ;Biobío
317;2;3;4;4;4;3;3;4;4;4;2;4;4;4;4;4;4;4;3;4;3;4;4;3;5;4;3;2;4;5;4;4;2;2;4;4;1;2;4;3;4;4;4;2;10;4;3;Y;Y;Male;1955;Early Baby boomer ;Biobío
318;4;4;4;4;2;2;2;4;4;4;4;4;3;4;4;4;4;3;3;3;3;3;4;4;4;3;3;2;3;4;4;4;2;2;2;3;4;4;4;4;4;4;4;3;9;4;3;Y;Y;Male;1952;Early Baby boomer ;Biobío
319;4;4;4;4;4;4;4;4;4;4;4;3;2;4;4;4;4;3;2;2;2;2;4;4;4;2;2;3;4;4;4;4;1;1;1;1;2;5;5;5;4;4;2;3;2;4;4;N;Y;Male;1946;Silent generation ;Coquimbo
320;3;3;4;3;1;2;2;4;4;4;3;2;2;4;2;3;3;2;2;2;3;2;4;2;4;4;2;1;4;5;3;3;2;1;1;1;2;5;4;4;4;5;4;2;4;4;4;N;Y;Female;1946;Silent generation ;Coquimbo
321;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;4;4;4;3;3;1;2;2;1;1;10;3;3;N;N;Female;1961;Late Baby boomer ;Coquimbo
322;5;4;5;5;4;4;4;5;5;4;3;4;4;5;4;4;3;4;4;4;4;4;5;4;3;5;3;3;5;4;4;4;4;4;4;4;4;4;3;3;4;4;2;2;12;4;3;N;Y;Female;1936;Silent generation ;Coquimbo
323;4;4;4;4;3;4;4;3;3;3;4;5;4;4;4;4;4;2;3;4;2;3;4;2;3;3;3;1;4;3;3;4;2;1;2;3;4;5;5;5;3;2;4;4;10;4;3;Y;Y;Female;1947;Early Baby boomer ;Coquimbo
324;4;4;4;4;4;3;3;5;5;5;5;4;4;5;4;4;4;4;4;4;4;4;5;4;5;5;5;3;4;4;4;4;3;3;4;4;2;2;3;3;3;3;2;2;10;4;4;Y;N;Male;1959;Late Baby boomer ;Coquimbo
325;5;5;5;5;4;4;4;5;5;5;5;4;4;5;4;4;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;3;3;4;3;3;3;3;3;2;2;2;10;4;4;Y;N;Male;1961;Late Baby boomer ;Coquimbo
326;5;5;5;5;4;4;4;5;5;5;5;4;4;5;4;4;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;5;4;3;4;4;4;3;3;3;2;2;2;2;10;4;3;Y;N;Female;1961;Late Baby boomer ;Coquimbo
327;4;5;5;4;3;4;3;4;5;4;4;4;3;4;5;5;5;4;3;4;2;2;4;4;3;3;3;2;5;4;4;5;4;3;3;4;4;5;3;5;4;5;5;5;8;3;3;N;Y;Male;1959;Late Baby boomer ;Coquimbo
328;4;5;5;5;5;5;5;5;4;3;3;5;5;5;4;4;4;5;4;4;2;4;5;5;5;5;3;3;5;4;5;5;4;3;1;1;3;4;1;2;5;4;4;1;15;2;3;Y;Y;Male;1946;Silent generation ;Coquimbo
329;4;4;4;4;4;4;4;4;4;4;2;4;4;4;3;4;4;4;4;4;4;4;4;4;5;4;3;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;2;2;7;4;3;N;Y;Female;1951;Early Baby boomer ;Biobío
330;3;4;4;4;2;2;2;4;4;4;2;3;3;4;4;4;4;2;2;2;2;2;4;4;3;4;2;3;3;3;3;3;2;2;2;2;2;4;4;4;4;4;4;3;9;4;3;N;Y;Female;1948;Early Baby boomer ;Biobío
331;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;4;4;5;3;2;4;4;4;4;4;2;4;4;2;2;4;2;4;4;2;2;10;4;3;N;Y;Female;1947;Early Baby boomer ;Biobío
332;4;4;4;4;4;4;4;4;4;4;3;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;3;3;4;4;1;3;3;2;4;4;4;2;11;4;4;Y;Y;Female;1954;Early Baby boomer ;Biobío
333;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;2;2;4;4;4;3;3;3;4;3;3;2;4;2;3;4;2;1;7;4;3;Y;Y;Female;1955;Early Baby boomer ;Biobío
334;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;3;3;3;3;2;3;2;4;4;2;2;8;4;3;N;Y;Female;1949;Early Baby boomer ;Biobío
